epiweek,release_date,% WEIGHTED ILI,% UNWEIGHTED ILI,AGE 0-4,AGE 5-24,ILITOTAL,NUM. OF PROVIDERS,OT
200316,2013-12-31,0.910134874667755,0.826120499839506,440,539,1467,669,177577
200317,2013-12-31,0.932265056781007,0.820505249530126,429,508,1445,682,176111
200318,2013-12-31,0.692174767592643,0.630846331701935,275,444,1075,655,170406
200319,2013-12-31,0.669406229595811,0.639349581082886,215,471,1005,613,157191
200320,2013-12-31,0.727705269810998,0.586609034901834,248,283,836,547,142514
200321,2013-12-31,0.717700898272022,0.773023566772522,264,262,740,406,95728
200322,2013-12-31,0.78939447962671,0.790743002356192,213,205,641,393,81063
200323,2013-12-31,0.72212915352851,0.711847262612214,201,195,563,344,79090
200324,2013-12-31,0.591326044315954,0.79463747869218,198,187,620,341,78023
200325,2013-12-31,0.523069989732904,0.586603799750381,139,123,423,322,72110
200326,2013-12-31,0.450236282712373,0.615982009414328,122,124,441,322,71593
200327,2013-12-31,0.397421124573079,0.491506823907634,109,91,318,310,64699
200328,2013-12-31,0.448001648298494,0.60434139121855,137,141,441,308,72972
200329,2013-12-31,0.474767361838914,0.524478036584139,98,98,365,301,69593
200330,2013-12-31,0.453251360148873,0.59069237584912,112,139,420,302,71103
200331,2013-12-31,0.352157891381276,0.505135309098033,100,120,361,290,71466
200332,2013-12-31,0.525321592267576,0.634270660328733,136,125,443,295,69844
200333,2013-12-31,0.492990868505658,0.610118400649247,120,131,421,283,69003
200334,2013-12-31,0.542728250368509,0.641226595229274,159,144,450,277,70178
200335,2013-12-31,0.490346815510614,0.661428571428571,166,155,463,276,70000
200336,2013-12-31,0.7359136418127,0.79268106423924,177,182,519,271,65474
200337,2013-12-31,0.581771152720334,0.639059304703476,145,184,475,267,74328
200338,2013-12-31,0.654161864736963,0.636731536857226,136,183,461,264,72401
200339,2013-12-31,0.749504068538055,0.747828771063376,135,221,533,268,71273
200340,2013-12-31,0.884021204429485,0.960872576177285,808,881,2442,830,254144
200341,2013-12-31,1.02773045591915,1.04324930171325,913,1132,2932,931,281045
200342,2013-12-31,1.28296363238177,1.05449560945741,878,1147,3031,974,287436
200343,2013-12-31,1.3266053697292,1.11231322740484,1006,1369,3475,1007,312412
200344,2013-12-31,1.77304009793384,1.4127357069703,1207,2080,4690,1074,331980
200345,2013-12-31,2.43813612052152,1.7270281395224,1542,2735,5790,1111,335258
200346,2013-12-31,2.72604531913952,2.40699967562199,2185,4133,8385,1141,348359
200347,2013-12-31,3.7319220656804,3.10962249668551,2561,5684,11141,1129,358275
200348,2013-12-31,4.54893751799399,4.30778938718009,3247,4933,11742,1118,272576
200349,2013-12-31,5.39906425638487,4.83029719022928,4734,7817,18948,1189,392274
200350,2013-12-31,7.38735357389034,6.42904790235636,6620,11550,24962,1173,388269
200351,2013-12-31,7.48097137314648,6.867344543708,6434,9851,23699,1148,345097
200352,2013-12-31,7.62796725730726,7.0649554109424,5336,5231,16415,1122,232344
200353,2013-12-31,5.14051498879727,4.55115023775864,3391,2894,11332,1139,248992
200401,2013-12-31,2.89129419229667,2.41833121785022,1930,2299,7602,1160,314349
200402,2013-12-31,2.10428983637694,1.80905597283338,1679,1857,5583,1141,308614
200403,2013-12-31,1.8869563898866,1.7120238530717,1721,1604,4961,1084,289774
200404,2013-12-31,1.77659664241317,1.54249511450488,1487,1543,4436,1071,287586
200405,2013-12-31,1.46000622974468,1.43786826136663,1454,1448,4251,1054,295646
200406,2013-12-31,1.37786947617157,1.32427396956663,1420,1297,3824,986,288762
200407,2013-12-31,1.30532339707921,1.30725667352584,1301,1255,3691,1004,282347
200408,2013-12-31,1.08691103879546,1.03697697740414,956,1038,2916,948,281202
200409,2013-12-31,0.991887735220218,1.01032043800189,925,910,2744,894,271597
200410,2013-12-31,1.02765319840718,1.05249247942043,878,888,2708,897,257294
200411,2013-12-31,1.05789602071851,1.0200900730921,730,826,2487,849,243802
200412,2013-12-31,0.849361020491385,0.924418721488716,760,733,2300,859,248805
200413,2013-12-31,0.747126665292176,0.790645026766185,610,611,1858,828,234998
200414,2013-12-31,0.661707853318756,0.802609776304888,583,566,1705,774,212432
200415,2013-12-31,0.679513857897956,0.836129994550096,545,573,1749,755,209178
200416,2013-12-31,0.633070762506447,0.792435795527031,501,511,1615,679,203802
200417,2013-12-31,0.569893715038825,0.683587731372106,470,404,1331,658,194708
200418,2013-12-31,0.591356768666246,0.757452265293037,435,491,1394,629,184038
200419,2013-12-31,0.589043559956717,0.788585419192279,449,443,1327,599,168276
200420,2013-12-31,0.678640493481165,0.812170980654628,451,380,1262,553,155386
200421,2013-12-31,0.637558475854445,0.804462889450259,375,349,1070,463,133008
200422,2013-12-31,0.813309180414927,0.877700936434929,391,308,1061,452,120884
200423,2013-12-31,0.834551050052394,0.741453007504676,355,309,987,443,133117
200424,2013-12-31,0.616174060980419,0.661022215317695,307,240,851,426,128740
200425,2013-12-31,0.513285742502196,0.715109201286713,277,284,887,423,124037
200426,2013-12-31,0.351881074467375,0.562241232097691,238,183,698,408,124146
200427,2013-12-31,0.542621107164969,0.786808218267249,233,205,710,381,90238
200428,2013-12-31,0.581036192538807,0.860657847325887,249,280,836,378,97135
200429,2013-12-31,0.495486300239858,0.689943987855311,259,200,659,370,95515
200430,2013-12-31,0.612090360269777,0.779691159885486,260,230,719,363,92216
200431,2013-12-31,0.531490547922895,0.6281439332265,213,235,733,345,116693
200432,2013-12-31,0.51998671084002,0.902458614073446,243,256,809,334,89644
200433,2013-12-31,0.574475754137559,0.806443166703323,256,256,770,335,95481
200434,2013-12-31,0.663175351255024,0.874887764711035,259,265,799,333,91326
200435,2013-12-31,0.614691037252002,0.993213044197981,279,358,960,326,96656
200436,2013-12-31,0.656822919932555,0.876140758298387,281,309,913,337,104207
200437,2013-12-31,0.723015723700438,0.948091564351081,342,413,1122,341,118343
200438,2013-12-31,0.691857240149956,0.926942621485662,322,416,1089,336,117483
200439,2013-12-31,0.782757764472338,0.97164299955597,333,382,1116,364,114857
200440,2013-12-31,0.982275251246415,0.897159137527621,877,1256,3171,1176,353449
200441,2013-12-31,1.01821254355417,1.02248279435452,1071,1373,3631,1187,355116
200442,2013-12-31,1.17680497469443,1.06296317846885,1240,1534,4019,1267,378094
200443,2013-12-31,1.30121171361561,1.14695698058128,1190,1671,4369,1293,380921
200444,2013-12-31,1.27745564951796,1.20495006513244,1327,1718,4551,1302,377692
200445,2013-12-31,1.40386862523137,1.30516550307577,1497,1874,4969,1344,380718
200446,2013-12-31,1.40301008402851,1.28699164733898,1531,1874,4983,1336,387182
200447,2013-12-31,1.73974780401595,1.59467561733199,1490,1678,4713,1341,295546
200448,2013-12-31,1.56894071647437,1.39714318198262,1538,2059,5407,1369,387004
200449,2013-12-31,1.65927173784707,1.44995672568357,1551,2052,5428,1346,374356
200450,2013-12-31,1.8134111594715,1.61745445551789,1670,2071,5755,1379,355806
200451,2013-12-31,2.37625578879506,2.19111920782317,1856,1807,5689,1288,259639
200452,2013-12-31,2.77052472140324,2.5664893148154,2252,1993,7279,1332,283617
200501,2013-12-31,2.40064287277021,2.17644909393566,2010,2450,8041,1383,369455
200502,2013-12-31,2.5415463783658,2.20171206060991,2188,2982,8323,1342,378024
200503,2013-12-31,2.85870638979955,2.53012113551663,2199,3682,9328,1348,368678
200504,2013-12-31,3.55010575773556,3.06523809758818,2747,5364,12422,1334,405254
200505,2013-12-31,4.58591287085604,3.98060830145634,3086,7650,16192,1303,406772
200506,2013-12-31,5.05808649712821,4.59568026460337,3626,8854,19369,1324,421461
200507,2013-12-31,5.44150703292525,4.75197055022817,3834,8400,19931,1330,419426
200508,2013-12-31,4.47290381550454,4.1796206422491,3720,6759,16630,1280,397883
200509,2013-12-31,3.67520020609373,3.45358511049176,2997,5343,13234,1268,383196
200510,2013-12-31,3.33529975560688,3.15852237456846,2728,4494,11601,1227,367292
200511,2013-12-31,2.76223957427527,2.67320103304506,2416,3513,9502,1185,355454
200512,2013-12-31,2.46844399772953,2.35161040662023,2145,2771,7900,1148,335940
200513,2013-12-31,2.00080734472694,1.89242849197759,1827,2133,6329,1103,334438
200514,2013-12-31,1.54318952284238,1.52490477260997,1422,1737,4816,1048,315823
200515,2013-12-31,1.50195086621046,1.41134409489821,1356,1603,4445,1000,314948
200516,2013-12-31,1.2291781100798,1.25068256205184,1096,1469,3825,978,305833
200517,2013-12-31,1.21853900516301,1.20702497806763,1117,1411,3646,971,302065
200518,2013-12-31,1.15831519645582,1.07895496535797,903,1136,2990,923,277120
200519,2013-12-31,1.24900074402246,1.14520795866301,979,1115,3012,878,263009
200520,2013-12-31,1.16887834051687,1.06124263084187,805,926,2531,825,238494
200521,2013-12-31,1.07887841848831,1.0567977383706,687,695,2056,687,194550
200522,2013-12-31,1.23059339195328,1.25193097977466,693,678,2099,637,167661
200523,2013-12-31,1.14747488346169,1.01418934635962,548,594,1744,603,171960
200524,2013-12-31,1.00254284822828,1.04196928321035,573,507,1614,582,154899
200525,2013-12-31,0.957569141019123,0.954027366755545,580,507,1628,587,170645
200526,2013-12-31,0.894837476411189,0.848229889648974,497,452,1359,550,160216
200527,2013-12-31,0.798205215029949,0.841871512698346,426,390,1198,533,142302
200528,2013-12-31,0.757812481860001,0.730893625690784,389,361,1148,524,157068
200529,2013-12-31,0.825963378390184,0.713431619449696,333,364,1068,507,149699
200530,2013-12-31,0.74492697915824,0.670677180717015,328,327,990,492,147612
200531,2013-12-31,0.787049224654512,0.689277592161047,331,326,982,488,142468
200532,2013-12-31,0.684723769631078,0.704928990290861,319,350,1023,479,145121
200533,2013-12-31,0.747360921616147,0.615903313798756,330,326,928,480,150673
200534,2013-12-31,0.6739744591204,0.609425606451186,292,311,922,428,151290
200535,2013-12-31,0.869661601073597,0.680258669511504,342,367,1033,420,151854
200536,2013-12-31,0.899528963767326,0.775488426145874,338,396,1061,416,136817
200537,2013-12-31,0.85463462900034,0.683421369906812,302,383,1026,408,150127
200538,2013-12-31,1.01122644469238,0.781074794799669,368,516,1219,419,156067
200539,2013-12-31,0.977808466574538,0.806943467041989,381,484,1204,447,149205
200540,2013-12-31,1.17777652523357,1.07634678416636,1172,1256,3586,1113,333164
200541,2013-12-31,1.21946603028022,1.05868896356656,1285,1247,3582,1160,338343
200542,2013-12-31,1.30689746064219,1.11523258362215,1393,1525,4122,1216,369609
200543,2013-12-31,1.33930904005386,1.12381249685846,1439,1599,4248,1237,377999
200544,2013-12-31,1.58374139418663,1.25488917861799,1639,1894,5005,1280,398840
200545,2013-12-31,1.47072276224058,1.33660897156987,1563,1929,5038,1272,376924
200546,2013-12-31,1.6111954542992,1.37863636244862,1679,1951,5276,1277,382697
200547,2013-12-31,1.82699400226217,1.6082899610822,1666,1593,4802,1301,298578
200548,2013-12-31,1.77481619353609,1.48310562217847,1858,2176,5966,1325,402264
200549,2013-12-31,1.94450687873534,1.6537399285655,1987,2463,6371,1328,385248
200550,2013-12-31,2.35511513433343,2.00678924150302,2241,3063,7697,1318,383548
200551,2013-12-31,3.10877514295907,2.56857160825465,2696,3058,8577,1287,333921
200552,2013-12-31,3.28237612218792,3.05277622411424,2678,2561,8842,1273,289638
200601,2013-12-31,2.62913989323568,2.42503729596273,2422,2366,8339,1319,343871
200602,2013-12-31,2.2514950898881,2.00195064462709,2272,2921,7882,1339,393716
200603,2013-12-31,2.35857650224821,2.05869022449627,2249,3150,7858,1297,381699
200604,2013-12-31,2.41881416012057,2.21276967675208,2643,3646,9114,1331,411882
200605,2013-12-31,2.52752209008567,2.32220009676847,2612,4153,9551,1320,411291
200606,2013-12-31,2.64953752241428,2.49279201312021,2754,4593,10427,1311,418286
200607,2013-12-31,3.12935321174658,2.79489420182691,2624,4979,11226,1288,401661
200608,2013-12-31,3.12441940531803,2.96911136225853,2753,5284,11901,1288,400827
200609,2013-12-31,3.1309913073712,2.83959054621375,2579,5008,11343,1275,399459
200610,2013-12-31,3.08260941629766,2.77799020635723,2564,5106,11261,1257,405365
200611,2013-12-31,2.64430666309926,2.47286926580559,2330,4154,9322,1241,376971
200612,2013-12-31,2.4229452745597,2.18061459583996,1895,3709,8064,1217,369804
200613,2013-12-31,2.31140580935315,2.01679513520222,1697,3393,7313,1165,362605
200614,2013-12-31,1.86383228328006,1.64101332143613,1437,2660,5738,1133,349662
200615,2013-12-31,1.44943499081609,1.35828653363604,1181,2014,4547,1087,334760
200616,2013-12-31,1.30227305560176,1.14279827839854,959,1479,3550,1045,310641
200617,2013-12-31,1.13458887059723,1.04031251944242,836,1382,3177,1017,305389
200618,2013-12-31,1.06255175777012,0.964346915130534,745,1208,2780,958,288278
200619,2013-12-31,1.03428423214495,0.937981746991004,745,1039,2592,919,276338
200620,2013-12-31,1.01790987567817,0.947449339946228,715,969,2428,877,256267
200621,2013-12-31,0.918150851577594,0.891918208373905,699,764,2061,783,231075
200622,2013-12-31,0.930990335979425,0.864642684439585,572,561,1645,649,190252
200623,2013-12-31,0.857294424083551,0.9703199016119,754,626,2075,635,213847
200624,2013-12-31,0.7862941262584,0.844390120045113,514,447,1430,615,169353
200625,2013-12-31,0.719426395049861,0.774870358228527,463,409,1300,610,167770
200626,2013-12-31,0.718868380093732,0.821372486929773,466,390,1271,572,154741
200627,2013-12-31,0.774806970487722,0.872744512125043,437,402,1215,565,139216
200628,2013-12-31,0.765980254100246,0.922634500938611,549,511,1617,577,175259
200629,2013-12-31,0.642808854132611,0.899486834941559,541,440,1553,564,172654
200630,2013-12-31,0.6220327694809,0.843082378709128,502,403,1455,564,172581
200631,2013-12-31,0.616325939668562,0.881824413197725,508,430,1428,551,161937
200632,2013-12-31,0.685693571560128,0.817145169737657,473,435,1373,547,168024
200633,2013-12-31,0.622697338188391,0.871500092712776,510,466,1457,536,167183
200634,2013-12-31,0.611817261854043,0.738620506130291,404,379,1138,503,154071
200635,2013-12-31,0.638830539861845,0.797965969098377,398,457,1224,488,153390
200636,2013-12-31,0.806627170384198,1.01393730637817,492,506,1463,491,144289
200637,2013-12-31,0.762448355718674,0.880935822008358,446,521,1406,487,159603
200638,2013-12-31,0.813406299730023,0.943366301458507,511,534,1487,455,157627
200639,2013-12-31,0.807934420623137,0.891546176243685,476,512,1433,469,160732
200640,2013-12-31,1.15383912677735,1.2032228135098,1434,1699,4513,1323,375076
200641,2013-12-31,1.14818819361098,1.05788215733139,1278,1602,4072,1361,384920
200642,2013-12-31,1.22735991517567,1.13053543513801,1543,1830,4737,1425,419005
200643,2013-12-31,1.2174439456118,1.12552298364906,1582,1996,4888,1445,434287
200644,2013-12-31,1.32813200398375,1.20808202382931,1672,2270,5380,1473,445334
200645,2013-12-31,1.47754109094703,1.34952440201275,2112,2393,6139,1497,454901
200646,2013-12-31,1.5339010935533,1.46890041745145,2355,2681,6668,1474,453945
200647,2013-12-31,1.91269413807369,1.82767158914798,2188,2202,6156,1488,336822
200648,2013-12-31,1.83799931698105,1.66560124223328,2573,2792,7530,1486,452089
200649,2013-12-31,1.95375577107413,1.85968342793555,2643,3244,8122,1493,436741
200650,2013-12-31,2.40407467721142,2.38891301700228,3270,4470,10396,1492,435177
200651,2013-12-31,2.8745267683527,2.78977593106582,3387,4065,10192,1435,365334
200652,2013-12-31,3.02596786415656,3.11548584871036,3243,2868,8913,1359,286087
200701,2013-12-31,2.37817014785681,2.26942447113966,2927,2481,8386,1490,369521
200702,2013-12-31,2.09232293131677,1.86354642898306,2507,2756,7761,1467,416464
200703,2013-12-31,2.2939591519265,1.99986345602905,2548,3248,7909,1470,395477
200704,2013-12-31,2.74500907198702,2.44060441272396,3410,4684,10888,1495,446119
200705,2013-12-31,3.04433966702088,2.83018207037626,3456,5648,12120,1472,428241
200706,2013-12-31,3.49998683172266,3.12342558186094,3840,6995,14197,1484,454533
200707,2013-12-31,3.57850964552411,3.27019486921318,3879,6668,14031,1461,429057
200708,2013-12-31,3.28978609422107,3.17756882508216,3728,6537,14048,1460,442099
200709,2013-12-31,2.89149161110763,2.72363662380764,3016,5429,11801,1428,433281
200710,2013-12-31,2.62074751563249,2.50201398699373,2798,4937,10715,1408,428255
200711,2013-12-31,2.53387108275255,2.42719919877388,2668,4031,9597,1361,395394
200712,2013-12-31,2.07251264037408,1.9604132370669,2049,3307,7562,1333,385735
200713,2013-12-31,1.87084370928676,1.59139796079487,1664,2508,6148,1303,386327
200714,2013-12-31,1.40042142043255,1.36978353662748,1445,1803,4958,1284,361955
200715,2013-12-31,1.46887378467638,1.36316678005392,1429,1821,4869,1240,357183
200716,2013-12-31,1.15513661856722,1.17369507519906,1257,1523,4179,1206,356055
200717,2013-12-31,1.07901266857705,1.0635756290064,1152,1386,3695,1152,347413
200718,2013-12-31,0.984919500880424,0.969711103617587,969,1143,3077,1119,317311
200719,2013-12-31,1.0332476590855,0.965361740621477,917,1055,2860,1057,296262
200720,2013-12-31,0.926649487991465,0.856748915030295,815,861,2442,1025,285031
200721,2013-12-31,0.920100404689537,0.86334645866291,761,785,2243,925,259803
200722,2013-12-31,0.954094069567869,0.935369511862558,722,652,2058,831,220020
200723,2013-12-31,0.763277995033034,0.745569434761564,628,510,1679,796,225197
200724,2013-12-31,0.817220025397381,0.740428108742924,598,469,1614,771,217982
200725,2013-12-31,0.764586084184721,0.672896505189992,521,441,1456,749,216378
200726,2013-12-31,0.793127059425127,0.666282009011979,514,408,1455,742,218376
200727,2013-12-31,0.669089515515112,0.66274725461627,394,360,1169,711,176387
200728,2013-12-31,0.621150419793594,0.545618971061093,366,372,1086,697,199040
200729,2013-12-31,0.603659013150159,0.586230600172335,446,345,1211,698,206574
200730,2013-12-31,0.649058493453503,0.660686704898144,477,392,1356,691,205241
200731,2013-12-31,0.568338364043286,0.534092840477748,321,311,1037,677,194161
200732,2013-12-31,0.651546018677327,0.585549127172078,389,385,1172,667,200154
200733,2013-12-31,0.652175701176833,0.618074959051932,439,411,1283,666,207580
200734,2013-12-31,0.803848519755413,0.687464689097892,495,457,1448,671,210629
200735,2013-12-31,0.787458252030398,0.715696068361638,502,500,1526,652,213219
200736,2013-12-31,0.943262693979476,0.82931306835162,519,545,1554,641,187384
200737,2013-12-31,0.946931879596518,0.800911545135195,496,682,1694,638,211509
200738,2013-12-31,0.987145583548856,0.918483949336944,609,681,1913,632,208278
200739,2013-12-31,1.05206476962465,0.81425903524192,729,788,2228,703,273623
200740,2013-12-31,0.995183767966289,1.07197084148096,2187,1997,5641,1373,526227
200741,2013-12-31,1.22003049402253,1.2178573723461,2387,2433,6444,1429,529126
200742,2013-12-31,1.28547821389234,1.24575535023296,2583,2551,6941,1449,557172
200743,2013-12-31,1.37750486928409,1.35984488183215,2871,2788,7434,1477,546680
200744,2013-12-31,1.46724534644602,1.44670848686904,3074,2998,7915,1485,547104
200745,2013-12-31,1.55840590169511,1.53286384562312,3398,3303,8687,1539,566717
200746,2013-12-31,1.61958073873427,1.66653242635699,3563,3290,9104,1516,546284
200747,2013-12-31,1.81120431671438,1.97487734790333,3651,2631,8570,1523,433951
200748,2013-12-31,1.61864710434124,1.67305471587623,3679,3158,9171,1513,548159
200749,2013-12-31,1.6212371343592,1.63405086167322,3365,2907,8436,1487,516263
200750,2013-12-31,1.67351332327587,1.74594748562846,3298,2694,8091,1453,463416
200751,2013-12-31,1.95095708187996,1.93643191947984,3580,2724,8750,1420,451862
200752,2013-12-31,2.50018838414231,2.48905342153973,3848,2348,8902,1426,357646
200801,2013-12-31,2.43938754845282,2.25404839260293,3737,2568,9706,1486,430603
200802,2013-12-31,2.29319128031765,2.09147153792309,3393,3644,11115,1509,531444
200803,2013-12-31,2.62906608636993,2.35934278076315,3664,4900,12197,1511,516966
200804,2013-12-31,3.92965622436593,3.32331429522551,4289,7661,17171,1508,516683
200805,2013-12-31,4.99201605070683,4.43381003522102,5222,11974,24812,1514,559609
200806,2013-12-31,5.7775955674872,5.34547136546158,6059,15323,31896,1526,596692
200807,2013-12-31,5.98317540961851,5.4225750587267,6244,14336,31625,1518,583210
200808,2013-12-31,5.61676753847431,5.30303295963418,5922,12783,30245,1497,570334
200809,2013-12-31,4.53234005967958,4.24455502301459,4978,9958,25027,1453,589626
200810,2013-12-31,3.83248629085351,3.62800012180508,4420,7849,20254,1445,558269
200811,2013-12-31,3.21521811334386,3.03462750737142,3878,6112,16714,1412,550776
200812,2013-12-31,2.69244647153937,2.53595355937807,3153,4493,13040,1395,514205
200813,2013-12-31,2.03365583503679,2.05730147714881,2689,3395,10376,1379,504350
200814,2013-12-31,1.65275048296605,1.74150350005073,2372,2697,8583,1327,492850
200815,2013-12-31,1.31129636420394,1.40652170874918,2045,2354,7045,1318,500881
200816,2013-12-31,1.16519708112907,1.26860703650141,1857,2013,6079,1288,479187
200817,2013-12-31,1.02034763369206,1.07718873964785,1572,1713,4953,1208,459808
200818,2013-12-31,0.877607227554611,0.99344523703688,1466,1416,4224,1147,425187
200819,2013-12-31,0.825106625665561,0.911211927766406,1356,1381,4011,1098,440183
200820,2013-12-31,0.787314875112876,0.972109133194389,1439,1274,3904,1074,401601
200821,2013-12-31,0.805438572693894,0.993257508683512,1393,1116,3646,945,367075
200822,2013-12-31,0.886061331874823,1.09132023060345,1473,1083,3803,869,348477
200823,2013-12-31,0.743742683096117,0.888445961705647,1159,906,2933,789,330127
200824,2013-12-31,0.706842044861421,0.887691452380516,1113,886,2906,764,327366
200825,2013-12-31,0.655943481999601,0.883187430272632,1115,855,2842,755,321789
200826,2013-12-31,0.63349176705577,0.826756367883745,937,810,2534,730,306499
200827,2013-12-31,0.571837180694024,0.783201388594894,913,762,2405,713,307073
200828,2013-12-31,0.558278240857383,0.780610295321797,881,749,2431,710,311423
200829,2013-12-31,0.59789328191094,0.769072602576178,826,703,2319,696,301532
200830,2013-12-31,0.577221624227943,0.72129793667497,779,704,2166,694,300292
200831,2013-12-31,0.596987365404301,0.75252732801841,788,763,2289,676,304175
200832,2013-12-31,0.56465287318114,0.752720984640423,679,706,2220,668,294930
200833,2013-12-31,0.585681702597665,0.792766010157315,789,745,2368,657,298701
200834,2013-12-31,0.503985402973617,0.7438961937256,730,754,2237,657,300714
200835,2013-12-31,0.468139143858092,0.814166292375864,794,892,2429,636,298342
200836,2013-12-31,0.576454849136825,0.838400872127685,774,880,2461,666,293535
200837,2013-12-31,0.681360615375637,0.851123586930307,859,994,2788,685,327567
200838,2013-12-31,0.794763739412068,1.10975754694557,1062,1527,3735,679,336560
200839,2013-12-31,0.868115785409026,1.03114356854527,983,1306,3400,716,329731
200840,2013-12-31,1.06828136522751,1.02284356626541,1535,2352,5687,1435,555999
200841,2013-12-31,1.00755640865393,1.0301739488215,1861,2291,5959,1500,578446
200842,2013-12-31,0.979398906443081,1.01244781927051,1869,2219,5896,1525,582351
200843,2013-12-31,1.04942944896004,1.08359107261313,1976,2474,6485,1527,598473
200844,2013-12-31,1.13218246937968,1.1657765252952,2119,2547,6987,1545,599343
200845,2013-12-31,1.13156087725251,1.19129636946024,2276,2668,7297,1555,612526
200846,2013-12-31,1.15469317831331,1.28074703283303,2512,2854,7667,1555,598635
200847,2013-12-31,1.20448041075936,1.27052506711619,2600,2828,7733,1563,608646
200848,2013-12-31,1.36081326766458,1.5957824852734,3024,2412,7634,1523,478386
200849,2013-12-31,1.30321908134958,1.45849942718557,3114,2913,8708,1551,597052
200850,2013-12-31,1.30204227865501,1.49920717493741,3252,3024,8689,1543,579573
200851,2013-12-31,1.45108668034987,1.62981569646873,3137,2579,7812,1416,479318
200852,2013-12-31,1.79927367652229,2.15561211857105,3897,2367,8706,1484,403876
200853,2013-12-31,2.12133663329022,2.02052703273991,3814,2042,8603,1490,425780
200901,2013-12-31,1.47137840370282,1.54566227382867,3245,2548,8956,1539,579428
200902,2013-12-31,1.6155496111202,1.64223672323476,3142,3345,9289,1512,565631
200903,2013-12-31,1.95332602587433,1.96523779789066,3602,4597,11456,1566,582932
200904,2013-12-31,2.42906504047013,2.34367841669176,4039,6602,14324,1554,611176
